Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,ssc_p,hsc_p,PlacedOrNot
22,Male,Information Technology,1,8,0,0,66,64,1
21,Female,Computer Science,1,8,1,1,85,60,1
22,Male,Computer Science,1,7,0,0,77.67,64.89,1
22,Male,Electrical,2,6,0,0,52,50,1
21,Male,Civil,1,7,0,0,89.4,65.66,0
21,Male,Information Technology,2,7,0,1,62,63,1
22,Male,Information Technology,2,7,0,1,70,74,1
21,Male,Electronics And Communication,1,6,1,1,77,86,0
21,Male,Mechanical,1,8,1,1,44,58,1
22,Male,Information Technology,1,8,1,0,71,58.66,1
22,Male,Information Technology,2,6,0,1,65,65,1
21,Male,Computer Science,1,6,0,1,75.4,60.5,0
22,Male,Information Technology,2,7,0,0,49,59,1
22,Male,Information Technology,1,8,0,0,53,63,1
21,Male,Information Technology,2,7,0,1,51.57,74.66,1
21,Male,Electrical,2,8,0,0,84.2,69.4,1
22,Male,Civil,2,8,1,1,66.5,62.5,1
22,Male,Information Technology,2,6,0,0,67,63,1
22,Male,Information Technology,2,6,0,0,52,49,1
21,Female,Civil,2,7,0,0,87,74,0
22,Male,Electrical,1,7,0,1,55.6,51,0
22,Male,Civil,2,7,0,0,74.2,87.6,0
21,Male,Information Technology,2,8,0,0,63,67,1
21,Male,Civil,1,6,0,0,67.16,72.5,0
22,Female,Computer Science,2,6,1,0,63.3,78.33,1
21,Female,Electronics And Communication,1,7,0,0,62,62,1
22,Female,Information Technology,1,7,0,1,67.9,62,1
21,Male,Mechanical,2,6,1,0,48,51,1
22,Male,Mechanical,2,6,1,0,59.96,42.16,1
21,Male,Information Technology,2,7,0,0,63.4,67.2,1
22,Male,Computer Science,2,7,0,0,80,80,1
21,Male,Electrical,1,6,0,0,73,58,0
21,Female,Computer Science,1,6,0,0,52,52,1
22,Male,Civil,2,6,1,0,73.24,50.83,1
22,Male,Computer Science,1,7,0,0,63,62,1
21,Male,Information Technology,1,8,0,0,59,60,1
21,Male,Computer Science,2,7,0,0,73,97,1
22,Female,Mechanical,1,6,1,0,68,56,0
22,Female,Information Technology,1,8,0,0,77.8,64,1
22,Male,Mechanical,1,6,1,0,65,71.5,0
21,Male,Computer Science,1,8,0,1,62,60.33,1
21,Male,Computer Science,2,8,0,1,52,65,1
22,Male,Information Technology,2,8,0,0,65,77,1
22,Male,Mechanical,1,7,1,0,56.28,62.83,0
22,Male,Computer Science,2,7,0,0,88,72,0
21,Male,Computer Science,2,8,0,0,52,64,1
22,Male,Mechanical,1,7,1,0,78.5,65.5,0
21,Male,Computer Science,2,7,0,0,61.8,47,1
22,Male,Civil,1,6,0,0,54,77.6,0
22,Male,Civil,2,8,0,1,64,70.2,1
21,Male,Electrical,2,7,0,0,67,61,1
21,Female,Computer Science,1,6,1,1,65.2,61.4,0
22,Male,Computer Science,1,6,0,1,60,63,0
22,Male,Electrical,2,7,0,0,52,55,0
22,Female,Electronics And Communication,1,7,1,1,66,76,0
22,Male,Civil,1,7,0,0,72,63,0
21,Male,Electronics And Communication,2,6,0,0,83.96,53,1
21,Female,Electrical,2,8,0,0,67,70,1
22,Male,Computer Science,2,8,0,0,69,65,1
22,Female,Electronics And Communication,2,6,0,0,69,60,1
22,Male,Computer Science,1,7,0,0,54.2,63,0
21,Female,Electronics And Communication,1,8,1,1,70,63,1
22,Male,Electronics And Communication,1,7,0,0,55.68,61.33,0
21,Male,Mechanical,2,8,1,1,74,73,1
21,Male,Electronics And Communication,1,8,0,0,61,62,1
22,Female,Electrical,2,7,0,0,41,42,0
21,Male,Civil,2,7,0,0,83.33,78,0
22,Male,Information Technology,1,7,0,0,43,60,0
22,Female,Electrical,2,6,0,0,62,72,1
22,Male,Electronics And Communication,2,6,0,0,80.6,82,1
22,Male,Computer Science,1,6,0,0,58,60,0
21,Male,Computer Science,1,8,0,0,67,67,1
22,Male,Electronics And Communication,2,6,0,0,74,66,1
21,Male,Information Technology,1,7,0,0,62,58,0
21,Male,Information Technology,2,7,0,1,67,91,0
21,Female,Computer Science,2,7,1,1,79.33,78.33,0
21,Male,Computer Science,2,8,0,0,65,68,1
22,Male,Information Technology,1,7,0,0,56,52,0
21,Male,Civil,2,7,0,0,85.8,73.6,0
21,Female,Computer Science,2,8,1,0,55,49.8,1
22,Male,Mechanical,1,6,1,0,46,49.2,0
22,Male,Mechanical,1,7,1,0,82,64,0
22,Male,Information Technology,1,6,0,0,73,79,0
21,Male,Electrical,1,6,0,0,58,70,0
21,Male,Mechanical,1,6,1,0,58,61,0
22,Male,Electrical,1,6,0,0,69.6,68.4,0
22,Male,Mechanical,2,8,1,0,47,55,1
22,Male,Information Technology,1,7,0,0,77,87,0
22,Male,Civil,1,6,0,0,62,47,0
21,Male,Information Technology,1,7,0,1,65,75,0
21,Female,Computer Science,2,8,1,0,63,66.2,1
22,Male,Electronics And Communication,2,7,0,0,55,67,0
22,Male,Electronics And Communication,2,7,0,1,63,66,0
22,Male,Mechanical,1,8,1,0,60,67,1
22,Male,Computer Science,1,6,0,0,62,65,0
22,Male,Electronics And Communication,1,7,0,1,79,76,0
22,Male,Electronics And Communication,1,8,0,1,69.8,60.8,1
21,Female,Electrical,1,8,0,1,77.4,60,1
22,Female,Computer Science,1,7,1,0,76.5,97.7,0
22,Female,Information Technology,1,9,1,0,52.58,54.6,1
21,Male,Mechanical,2,8,1,0,71,79,1
21,Male,Electronics And Communication,2,7,1,1,63,67,1
22,Male,Civil,2,7,1,0,76.76,76.5,0
21,Male,Information Technology,2,9,0,0,62,67,1
21,Male,Civil,2,7,0,1,64,73.5,0
22,Male,Information Technology,1,9,0,0,67,53,1
22,Male,Computer Science,1,7,0,1,61,81,0
21,Female,Computer Science,2,7,1,0,87,65,1
21,Male,Information Technology,1,9,0,0,62,51,1
21,Male,Computer Science,1,8,0,0,69,78,1
22,Male,Mechanical,1,9,1,0,51,44,1
21,Male,Computer Science,2,9,0,0,79,76,1
21,Female,Electronics And Communication,2,9,0,0,73,58,1
21,Male,Electronics And Communication,1,8,0,0,81,68,1
22,Male,Computer Science,1,9,0,0,78,77,1
21,Male,Electrical,1,8,0,1,74,63.16,1
21,Male,Electronics And Communication,2,8,0,0,49,39,1
22,Male,Information Technology,2,8,0,0,87,87,1
21,Male,Mechanical,2,9,1,0,77,73,1
21,Male,Electrical,2,7,1,1,76,64,1
21,Male,Mechanical,1,9,1,1,70.89,71.98,1
22,Female,Electrical,2,8,0,0,63,60,1
21,Male,Civil,2,9,0,0,63,62,1
22,Male,Mechanical,1,9,1,0,50,37,1
21,Female,Information Technology,2,9,0,0,75.2,73.2,1
22,Female,Electronics And Communication,1,8,1,1,54.4,61.12,1
22,Male,Electronics And Communication,1,8,0,0,40.89,45.83,1
22,Male,Electronics And Communication,2,9,0,0,80,70,1
21,Male,Information Technology,1,8,0,0,74,60,1
22,Female,Civil,1,8,0,0,60.4,66.6,1
21,Female,Civil,1,7,1,0,63,71.4,0
21,Female,Electrical,1,9,0,0,68,76,1
22,Male,Computer Science,1,9,0,0,74,62,1
22,Female,Information Technology,2,8,0,0,52.6,65.58,1
22,Male,Civil,2,9,0,1,74,70,1
21,Male,Mechanical,1,7,1,0,84.2,73.4,0
22,Male,Information Technology,2,7,0,0,86.5,64.2,0
22,Male,Civil,2,8,0,0,61,70,1
22,Male,Computer Science,2,7,0,1,80,73,0
21,Male,Information Technology,1,9,1,0,54,47,1
22,Male,Computer Science,1,8,0,0,83,74,1
22,Male,Civil,1,7,0,0,80.92,78.5,0
21,Female,Computer Science,2,8,1,0,69.7,47,1
21,Male,Civil,2,7,1,0,73,73,1
22,Male,Electronics And Communication,2,8,0,0,82,61,1
22,Male,Mechanical,1,7,1,0,75,70.29,0
21,Male,Electrical,1,7,1,0,84.86,67,1
22,Male,Electrical,2,8,0,0,64.6,83.83,1
22,Male,Electrical,1,8,0,1,56.6,64.8,1
21,Female,Computer Science,1,8,1,0,59,62,1
21,Male,Mechanical,1,7,1,0,66.5,70.4,0
21,Male,Information Technology,1,9,1,0,64,80,1
22,Male,Electrical,0,9,0,0,84,90.9,1
21,Female,Information Technology,0,9,0,0,69,62,1
21,Male,Electronics And Communication,0,8,0,0,69,62,1
21,Female,Computer Science,1,9,1,0,81.7,63,1
22,Male,Information Technology,1,7,0,0,63,67,0
21,Male,Mechanical,1,8,1,1,84,79,1
21,Male,Mechanical,0,9,1,1,70,63,1
22,Male,Information Technology,0,7,0,0,83.84,89.83,0
21,Male,Information Technology,0,8,0,0,62,63,1
22,Male,Civil,0,8,0,0,59.6,51,1
21,Male,Mechanical,0,8,1,0,66,62,1
22,Female,Computer Science,0,9,1,1,84,75,1
22,Female,Information Technology,1,8,1,0,85,90,1
21,Male,Mechanical,0,7,1,0,52,57,0
21,Male,Electrical,0,7,0,0,60.23,69,0
22,Male,Mechanical,0,9,1,0,52,62,1
22,Male,Information Technology,1,7,0,0,58,62,0
22,Male,Mechanical,2,9,1,0,73,78,1
21,Male,Electrical,0,8,1,0,76,70,1
21,Male,Information Technology,1,8,0,0,70.5,62.5,1
22,Male,Information Technology,1,9,0,0,69,73,1
22,Female,Computer Science,0,9,1,0,54,82,1
21,Male,Civil,1,9,0,0,45,57,1
22,Female,Information Technology,2,8,0,0,63,72,1
21,Male,Information Technology,1,9,0,0,77,61,1
22,Male,Civil,0,9,0,1,73,78,1
21,Male,Electrical,0,8,0,0,69,63,1
22,Male,Computer Science,1,9,0,0,59,64,1
22,Male,Electrical,0,8,0,0,61.08,50,1
21,Male,Electronics And Communication,1,8,0,0,82,90,1
21,Male,Electrical,0,8,0,0,61,82,1
21,Male,Civil,0,9,0,1,52,63,1
21,Male,Computer Science,1,9,0,0,69.5,70,1
21,Male,Civil,0,9,0,0,51,54,1
21,Female,Information Technology,1,8,0,0,58,61,1
21,Male,Civil,1,7,0,0,73.96,79,0
21,Male,Computer Science,1,9,0,0,65,68,1
22,Male,Electronics And Communication,0,9,0,0,73,63,1
22,Male,Electronics And Communication,1,7,1,1,68.2,72.8,0
21,Female,Electrical,1,8,0,0,77,75,1
21,Male,Information Technology,1,8,1,0,76,80,1
22,Male,Information Technology,1,8,0,0,60.8,68.4,1
22,Female,Electrical,1,7,0,1,58,40,0
21,Male,Computer Science,1,7,0,0,64,67,0
22,Male,Computer Science,1,9,0,0,66.5,66.8,1
21,Male,Computer Science,2,9,0,0,74,59,1
22,Female,Computer Science,0,9,1,1,67,71,1
21,Male,Information Technology,0,7,0,0,84,73,1
22,Male,Mechanical,0,8,1,0,79,61,1
22,Male,Computer Science,2,8,0,0,72,60,1
21,Male,Electronics And Communication,0,8,0,0,80.4,73.4,1
21,Male,Mechanical,1,9,1,0,76.7,89.7,1
22,Female,Information Technology,1,9,0,0,62,65,1
21,Male,Mechanical,0,9,1,0,74.9,57,1
21,Male,Civil,0,9,0,0,67,68,1
21,Male,Civil,0,7,0,0,73,64,0
21,Male,Information Technology,0,9,0,0,77.44,92,1
21,Male,Information Technology,0,9,0,0,72,56,1
21,Male,Mechanical,1,7,1,0,47,59,0
21,Male,Electronics And Communication,1,8,1,1,67,63,1
21,Male,Mechanical,1,9,1,0,82,64,1
22,Male,Computer Science,1,8,1,0,77,70,1
22,Male,Computer Science,1,8,0,1,65,64.8,1
22,Male,Information Technology,1,9,0,0,66,64,1
22,Male,Electronics And Communication,0,7,0,0,85,60,0
21,Female,Electronics And Communication,1,7,0,0,77.67,64.89,1
21,Male,Electronics And Communication,1,8,1,1,52,50,1
22,Male,Mechanical,0,9,1,0,89.4,65.66,1
22,Male,Computer Science,1,9,0,0,62,63,1
22,Male,Mechanical,0,7,1,0,70,74,0
21,Male,Information Technology,0,7,0,0,77,86,1
22,Male,Mechanical,1,9,1,0,44,58,1
22,Male,Electrical,0,9,0,0,71,58.66,1
21,Male,Computer Science,2,9,0,1,65,65,1
22,Male,Computer Science,3,9,0,0,75.4,60.5,1
22,Male,Mechanical,0,9,1,1,49,59,1
21,Male,Information Technology,2,9,0,0,53,63,1
21,Male,Mechanical,1,7,1,0,51.57,74.66,0
21,Male,Electrical,1,7,0,0,84.2,69.4,1
22,Male,Information Technology,0,9,0,0,66.5,62.5,1
22,Female,Mechanical,1,7,1,0,67,63,0
22,Male,Civil,0,7,0,0,52,49,0
21,Female,Electronics And Communication,1,8,0,0,87,74,1
22,Female,Information Technology,0,9,0,0,55.6,51,1
22,Male,Mechanical,0,9,1,0,74.2,87.6,1
22,Male,Mechanical,0,8,1,0,63,67,1
21,Male,Computer Science,0,9,0,0,67.16,72.5,1
21,Male,Information Technology,1,7,1,0,63.3,78.33,0
21,Male,Electrical,2,8,0,1,62,62,1
21,Male,Computer Science,1,9,0,0,67.9,62,1
22,Male,Electrical,1,9,0,0,48,51,1
22,Male,Information Technology,0,7,0,0,59.96,42.16,1
22,Female,Information Technology,1,9,1,0,63.4,67.2,1
21,Male,Mechanical,1,8,1,0,80,80,1
22,Female,Computer Science,0,8,1,0,73,58,1
21,Male,Civil,0,7,0,0,52,52,0
21,Male,Computer Science,0,7,0,1,73.24,50.83,0
22,Male,Information Technology,0,7,0,1,63,62,0
21,Male,Computer Science,0,9,0,0,59,60,1
21,Male,Mechanical,0,9,1,1,73,97,1
22,Male,Mechanical,2,9,0,0,68,56,1
21,Male,Civil,2,8,0,0,77.8,64,1
21,Male,Electrical,0,8,0,0,65,71.5,1
21,Female,Electrical,1,8,1,1,62,60.33,1
22,Male,Electronics And Communication,1,7,0,0,52,65,0
22,Female,Electronics And Communication,1,8,1,1,65,77,1
21,Male,Computer Science,1,8,0,0,56.28,62.83,1
22,Male,Computer Science,0,7,0,1,88,72,0
22,Male,Computer Science,0,9,0,0,52,64,1
21,Male,Electrical,0,8,0,0,78.5,65.5,1
21,Female,Electrical,1,8,0,0,61.8,47,1
21,Male,Electronics And Communication,1,7,0,0,54,77.6,0
22,Female,Mechanical,1,7,1,0,64,70.2,0
22,Female,Computer Science,1,7,1,0,67,61,0
21,Female,Mechanical,1,8,1,0,65.2,61.4,1
21,Male,Electronics And Communication,0,8,0,0,60,63,1
21,Female,Electronics And Communication,1,9,0,0,52,55,1
21,Male,Electronics And Communication,0,9,0,0,66,76,1
22,Male,Computer Science,1,8,0,0,72,63,1
22,Male,Information Technology,0,7,0,0,83.96,53,0
21,Male,Mechanical,0,9,1,0,67,70,1
22,Male,Mechanical,0,8,1,0,69,65,1
21,Male,Information Technology,0,8,0,0,69,60,1
22,Male,Mechanical,0,7,1,0,54.2,63,0
22,Male,Information Technology,1,8,0,0,70,63,1
22,Male,Information Technology,0,8,0,0,55.68,61.33,1
21,Female,Information Technology,0,8,0,0,74,73,1
21,Male,Mechanical,0,7,0,0,61,62,0
21,Male,Electronics And Communication,0,8,0,0,41,42,1
22,Male,Computer Science,0,9,0,0,83.33,78,1
22,Male,Civil,1,7,0,0,43,60,0
22,Male,Mechanical,2,7,1,0,62,72,0
21,Male,Computer Science,1,9,0,0,80.6,82,1
21,Male,Information Technology,0,9,0,0,58,60,1
22,Male,Civil,0,7,0,1,67,67,0
21,Male,Information Technology,1,8,0,0,74,66,1
21,Male,Electronics And Communication,0,8,0,0,62,58,1
21,Male,Electrical,0,9,0,0,67,91,1
21,Male,Electronics And Communication,0,8,0,0,79.33,78.33,1
22,Male,Information Technology,1,9,1,0,65,68,1
22,Male,Mechanical,0,9,1,0,56,52,1
22,Male,Computer Science,0,7,0,0,85.8,73.6,0
21,Male,Information Technology,1,8,1,1,55,49.8,1
21,Male,Information Technology,0,7,0,0,46,49.2,0
21,Male,Electrical,0,7,0,0,82,64,0
22,Male,Computer Science,1,8,0,0,73,79,1
21,Male,Electronics And Communication,0,9,0,0,58,70,1
25,Male,Information Technology,0,7,0,0,58,61,1
26,Male,Electrical,0,7,1,0,69.6,68.4,0
24,Male,Information Technology,1,6,0,1,47,55,1
25,Male,Electronics And Communication,0,6,0,0,77,87,1
26,Female,Computer Science,0,7,1,0,62,47,0
26,Male,Computer Science,1,7,0,0,65,75,1
26,Male,Computer Science,1,6,0,0,63,66.2,1
26,Male,Information Technology,2,7,0,0,55,67,1
24,Female,Computer Science,1,7,0,0,63,66,0
26,Female,Civil,1,6,0,1,60,67,1
26,Male,Computer Science,0,6,0,1,62,65,1
26,Male,Computer Science,1,7,0,0,79,76,0
26,Male,Information Technology,1,7,0,0,69.8,60.8,0
26,Male,Mechanical,0,7,0,1,77.4,60,0
26,Male,Electrical,0,6,0,0,76.5,97.7,1
25,Male,Information Technology,1,7,0,0,52.58,54.6,0
26,Male,Mechanical,0,6,1,0,71,79,1
24,Male,Electronics And Communication,1,7,0,1,63,67,0
26,Male,Electronics And Communication,0,6,0,0,76.76,76.5,1
26,Male,Computer Science,0,6,0,0,62,67,1
24,Female,Computer Science,0,6,1,1,64,73.5,1
24,Male,Computer Science,0,6,0,1,67,53,1
24,Male,Electrical,1,7,0,0,61,81,1
25,Male,Mechanical,0,7,1,0,87,65,0
25,Male,Computer Science,0,6,0,0,62,51,1
25,Male,Computer Science,0,7,0,0,69,78,0
26,Male,Mechanical,1,6,0,0,51,44,1
26,Male,Computer Science,1,7,0,0,79,76,0
26,Male,Computer Science,0,6,0,1,73,58,1
26,Male,Electronics And Communication,1,7,1,1,81,68,0
25,Female,Computer Science,0,7,1,0,78,77,0
25,Male,Computer Science,2,6,0,0,74,63.16,1
25,Male,Mechanical,0,7,1,0,49,39,0
26,Male,Civil,0,7,0,0,87,87,0
25,Female,Computer Science,1,7,1,0,77,73,1
26,Male,Information Technology,1,6,0,0,76,64,1
26,Female,Computer Science,0,7,1,0,70.89,71.98,1
26,Female,Information Technology,0,7,0,0,63,60,1
26,Male,Computer Science,1,6,0,0,63,62,1
26,Female,Information Technology,0,7,0,0,50,37,0
24,Male,Information Technology,1,7,0,0,75.2,73.2,0
24,Male,Civil,0,6,0,0,54.4,61.12,1
25,Male,Electronics And Communication,1,6,0,0,40.89,45.83,1
26,Male,Mechanical,0,7,1,0,80,70,0
26,Male,Mechanical,1,6,1,1,74,60,1
25,Male,Computer Science,1,7,0,0,60.4,66.6,1
26,Male,Computer Science,1,7,0,0,63,71.4,1
25,Male,Computer Science,2,7,0,1,68,76,1
25,Male,Computer Science,2,7,0,1,74,62,1
24,Male,Computer Science,0,6,0,0,52.6,65.58,1
26,Male,Electrical,0,6,0,0,74,70,1
24,Male,Information Technology,0,7,0,0,84.2,73.4,1
26,Male,Computer Science,1,7,0,0,86.5,64.2,1
26,Male,Mechanical,1,7,1,1,61,70,0
24,Male,Computer Science,1,7,0,0,80,73,1
26,Female,Information Technology,0,6,0,0,54,47,1
25,Female,Computer Science,0,6,1,1,83,74,1
25,Male,Mechanical,1,6,1,0,80.92,78.5,1
26,Male,Computer Science,1,6,0,0,69.7,47,1
25,Female,Electronics And Communication,0,6,0,0,73,73,1
22,Male,Civil,1,6,0,0,82,61,0
21,Female,Electrical,0,6,0,0,75,70.29,0
22,Male,Computer Science,1,7,0,0,84.86,67,0
21,Male,Mechanical,0,6,1,0,64.6,83.83,0
21,Female,Information Technology,0,7,0,0,56.6,64.8,0
22,Male,Computer Science,1,7,0,0,59,62,0
21,Female,Information Technology,1,7,0,1,66.5,70.4,0
22,Male,Electrical,0,6,0,0,64,80,0
21,Male,Information Technology,0,7,0,0,84,90.9,0
22,Male,Information Technology,0,7,0,0,69,62,0
21,Male,Information Technology,0,7,0,1,69,62,0
21,Female,Information Technology,1,7,0,0,81.7,63,0
22,Male,Electronics And Communication,1,7,0,0,63,67,0
22,Male,Electronics And Communication,1,6,0,1,84,79,0
21,Male,Electrical,1,7,0,0,70,63,1
22,Male,Information Technology,1,6,1,0,83.84,89.83,0
21,Male,Computer Science,1,6,0,0,62,63,0
21,Male,Information Technology,1,6,1,0,59.6,51,0
21,Male,Information Technology,0,7,0,1,66,62,0
22,Male,Information Technology,0,6,0,0,84,75,0
21,Male,Electronics And Communication,0,7,0,0,85,90,1
22,Female,Electrical,1,6,1,1,52,57,0
21,Male,Computer Science,1,7,0,0,60.23,69,0
21,Female,Information Technology,0,7,0,0,52,62,0
21,Male,Electronics And Communication,1,6,0,1,58,62,0
22,Female,Information Technology,3,7,1,1,73,78,0
21,Female,Computer Science,1,6,1,0,76,70,0
21,Male,Mechanical,0,7,1,0,70.5,62.5,0
21,Male,Computer Science,1,8,0,0,69,73,1
22,Female,Information Technology,0,8,0,0,54,82,1
22,Female,Information Technology,1,8,0,0,45,57,1
21,Male,Electronics And Communication,1,7,0,1,63,72,0
21,Male,Information Technology,1,6,0,0,77,61,0
21,Female,Information Technology,1,8,0,0,73,78,1
22,Male,Mechanical,0,8,1,0,69,63,1
22,Male,Mechanical,0,7,1,1,59,64,0
22,Male,Information Technology,2,8,0,0,61.08,50,1
22,Female,Computer Science,0,6,1,1,82,90,0
21,Male,Information Technology,2,6,0,0,61,82,1
22,Male,Electrical,0,8,0,1,52,63,1
22,Male,Civil,1,7,0,0,69.5,70,0
22,Female,Civil,1,6,0,1,51,54,0
22,Male,Information Technology,3,8,0,0,58,61,1
21,Male,Electronics And Communication,1,7,0,0,73.96,79,0
22,Male,Mechanical,0,6,1,0,65,68,0
22,Male,Civil,0,8,1,1,73,63,1
22,Male,Civil,0,7,0,1,68.2,72.8,0
21,Female,Computer Science,0,8,1,1,77,75,1
22,Male,Information Technology,1,6,0,0,76,80,0
22,Male,Mechanical,0,6,1,0,60.8,68.4,0
21,Male,Computer Science,2,6,0,0,58,40,1
22,Male,Information Technology,0,8,0,1,64,67,1
22,Male,Civil,0,6,0,0,66.5,66.8,0
22,Female,Mechanical,1,8,1,0,74,59,1
21,Male,Civil,2,7,1,1,67,71,0
21,Male,Mechanical,0,7,1,0,84,73,0
21,Male,Information Technology,0,6,0,1,79,61,0
21,Male,Mechanical,0,6,1,1,72,60,0
22,Male,Information Technology,0,7,0,1,80.4,73.4,0
22,Male,Electronics And Communication,1,8,0,0,76.7,89.7,1
21,Male,Information Technology,2,8,0,0,62,65,1
22,Male,Electronics And Communication,1,7,0,0,74.9,57,0
22,Male,Computer Science,1,8,0,0,67,68,1
22,Male,Computer Science,1,7,0,0,73,64,0
21,Male,Electronics And Communication,0,8,0,1,77.44,92,1
22,Male,Mechanical,0,8,1,0,72,56,1
21,Male,Computer Science,0,7,0,1,47,59,0
22,Male,Electronics And Communication,0,7,0,0,67,63,0
22,Female,Electronics And Communication,3,6,0,0,82,64,1
21,Male,Electrical,0,8,0,0,77,70,1
21,Female,Electronics And Communication,2,7,0,0,65,64.8,1
21,Male,Electrical,0,7,0,0,66,64,0
21,Male,Electrical,0,6,0,0,85,60,0
22,Male,Computer Science,2,7,0,0,77.67,64.89,0
22,Male,Information Technology,1,8,1,0,52,50,1
21,Male,Electronics And Communication,0,7,0,0,89.4,65.66,0
22,Male,Computer Science,0,6,0,0,62,63,0
21,Male,Civil,2,8,0,0,70,74,1
21,Male,Information Technology,1,6,0,0,77,86,0
21,Female,Information Technology,0,6,0,0,44,58,0
21,Male,Information Technology,0,7,0,1,71,58.66,0
22,Male,Information Technology,1,6,0,0,65,65,0
22,Female,Computer Science,1,6,1,0,75.4,60.5,0
21,Male,Electrical,1,7,0,0,49,59,1
28,Female,Computer Science,3,8,1,0,53,63,1
21,Male,Computer Science,0,7,0,1,51.57,74.66,0
22,Male,Information Technology,0,7,0,1,84.2,69.4,0
21,Female,Computer Science,0,6,1,0,66.5,62.5,0
22,Female,Electronics And Communication,0,8,0,0,67,63,1
22,Male,Computer Science,1,6,0,0,52,49,0
21,Male,Electrical,0,8,0,0,87,74,1
21,Male,Information Technology,2,8,0,0,55.6,51,1
22,Male,Computer Science,0,8,0,1,74.2,87.6,1
22,Female,Electrical,1,8,0,0,63,67,1
22,Female,Computer Science,0,6,1,0,67.16,72.5,0
21,Male,Computer Science,1,6,0,0,63.3,78.33,0
22,Male,Electronics And Communication,0,6,0,0,62,62,0
21,Male,Electronics And Communication,1,6,0,0,67.9,62,0
21,Male,Computer Science,0,7,0,0,48,51,0
22,Male,Mechanical,0,6,1,0,59.96,42.16,0
22,Male,Computer Science,1,8,0,0,63.4,67.2,1
21,Male,Civil,0,8,1,0,80,80,1
22,Male,Computer Science,1,8,0,0,73,58,1
22,Male,Information Technology,0,7,0,0,52,52,0
22,Male,Mechanical,1,7,1,1,73.24,50.83,0
21,Male,Information Technology,1,6,0,0,63,62,0
22,Male,Information Technology,2,8,0,0,59,60,1
21,Male,Information Technology,1,8,0,0,73,97,1
21,Male,Electrical,0,6,0,0,68,56,0
22,Male,Information Technology,1,7,0,0,77.8,64,0
21,Male,Information Technology,0,7,0,0,65,71.5,0
21,Male,Electrical,0,8,0,0,62,60.33,1
21,Male,Mechanical,0,7,1,0,52,65,0
21,Male,Electronics And Communication,0,6,0,0,65,77,0
22,Female,Information Technology,0,7,0,0,56.28,62.83,0
22,Male,Mechanical,1,8,1,0,88,72,1
22,Male,Computer Science,3,6,0,0,52,64,1
21,Male,Electronics And Communication,1,6,0,0,78.5,65.5,0
22,Male,Electronics And Communication,0,7,0,0,61.8,47,0
21,Male,Computer Science,2,7,0,0,54,77.6,1
22,Male,Electrical,0,6,0,0,64,70.2,0
21,Male,Computer Science,0,6,0,0,67,61,0
22,Male,Electronics And Communication,1,6,0,0,65.2,61.4,0
22,Male,Information Technology,1,8,0,0,60,63,1
22,Female,Civil,1,8,0,1,52,55,1
22,Male,Computer Science,3,6,0,1,66,76,0
21,Male,Information Technology,0,6,0,0,72,63,0
22,Male,Civil,0,8,0,0,83.96,53,1
22,Male,Electronics And Communication,1,6,0,0,67,70,0
22,Female,Civil,1,6,0,0,69,65,0
21,Male,Information Technology,0,8,0,0,69,60,1
21,Male,Computer Science,1,7,0,0,54.2,63,0
22,Male,Information Technology,1,8,1,0,70,63,1
21,Male,Computer Science,0,7,0,0,55.68,61.33,0
21,Male,Electrical,0,8,0,0,74,73,1
21,Male,Information Technology,0,7,0,0,61,62,0
21,Male,Electrical,2,8,0,1,41,42,1
22,Female,Computer Science,1,6,1,0,83.33,78,0
21,Female,Computer Science,1,7,1,0,43,60,0
